Datetime,Indeks,Open,High,Low,Close,Adj Close,Volume,Dividends,Stock Splits
2024-06-19 01:41:00+00:00,79,65074.5,65074.5,65074.5,65074.5,65074.5,0,0.0,0.0
2024-06-19 01:42:00+00:00,80,65014.23046875,65014.23046875,65014.23046875,65014.23046875,65014.23046875,3264512,0.0,0.0
2024-06-19 01:43:00+00:00,81,65035.44140625,65035.44140625,65035.44140625,65035.44140625,65035.44140625,0,0.0,0.0
2024-06-19 01:44:00+00:00,82,64990.1875,64990.1875,64990.1875,64990.1875,64990.1875,0,0.0,0.0
2024-06-19 01:45:00+00:00,83,64958.31640625,64958.31640625,64958.31640625,64958.31640625,64958.31640625,0,0.0,0.0
2024-06-19 01:47:00+00:00,84,64891.85546875,64891.85546875,64891.85546875,64891.85546875,64891.85546875,0,0.0,0.0
2024-06-19 01:48:00+00:00,85,64889.05859375,64889.05859375,64889.05859375,64889.05859375,64889.05859375,0,0.0,0.0
2024-06-19 01:50:00+00:00,86,64834.99609375,64834.99609375,64834.99609375,64834.99609375,64834.99609375,0,0.0,0.0
2024-06-19 01:51:00+00:00,87,64869.796875,64869.796875,64869.796875,64869.796875,64869.796875,0,0.0,0.0
2024-06-19 01:53:00+00:00,88,64875.9765625,64875.9765625,64875.9765625,64875.9765625,64875.9765625,0,0.0,0.0
2024-06-19 01:54:00+00:00,89,64893.38671875,64893.38671875,64893.38671875,64893.38671875,64893.38671875,0,0.0,0.0
2024-06-19 01:56:00+00:00,90,64924.171875,64924.171875,64924.171875,64924.171875,64924.171875,0,0.0,0.0
2024-06-19 01:57:00+00:00,91,64973.734375,64973.734375,64973.734375,64973.734375,64973.734375,3981312,0.0,0.0
2024-06-19 01:59:00+00:00,92,64993.0078125,64993.0078125,64993.0078125,64993.0078125,64993.0078125,0,0.0,0.0
2024-06-19 02:00:00+00:00,93,65000.328125,65000.328125,65000.328125,65000.328125,65000.328125,0,0.0,0.0
2024-06-19 02:02:00+00:00,94,65063.875,65063.875,65063.875,65063.875,65063.875,0,0.0,0.0
2024-06-19 02:03:00+00:00,95,65079.859375,65079.859375,65079.859375,65079.859375,65079.859375,0,0.0,0.0
2024-06-19 02:04:00+00:00,96,65120.16015625,65120.16015625,65120.16015625,65120.16015625,65120.16015625,0,0.0,0.0
2024-06-19 02:05:00+00:00,97,65133.03125,65133.03125,65133.03125,65133.03125,65133.03125,0,0.0,0.0
2024-06-19 02:06:00+00:00,98,65153.7421875,65153.7421875,65153.7421875,65153.7421875,65153.7421875,0,0.0,0.0
2024-06-19 02:08:00+00:00,99,65159.15234375,65159.15234375,65159.15234375,65159.15234375,65159.15234375,0,0.0,0.0
2024-06-19 02:09:00+00:00,100,65177.30078125,65177.30078125,65177.30078125,65177.30078125,65177.30078125,0,0.0,0.0
2024-06-19 02:10:00+00:00,101,65200.3515625,65200.3515625,65200.3515625,65200.3515625,65200.3515625,0,0.0,0.0
2024-06-19 02:11:00+00:00,102,65193.20703125,65193.20703125,65193.20703125,65193.20703125,65193.20703125,0,0.0,0.0
2024-06-19 02:12:00+00:00,103,65182.4609375,65182.4609375,65182.4609375,65182.4609375,65182.4609375,0,0.0,0.0
2024-06-19 02:14:00+00:00,104,65176.328125,65176.328125,65176.328125,65176.328125,65176.328125,0,0.0,0.0
2024-06-19 02:15:00+00:00,105,65160.25,65160.25,65160.25,65160.25,65160.25,0,0.0,0.0
2024-06-19 02:17:00+00:00,106,65232.625,65232.625,65232.625,65232.625,65232.625,0,0.0,0.0
2024-06-19 02:18:00+00:00,107,65278.9375,65278.9375,65278.9375,65278.9375,65278.9375,0,0.0,0.0
2024-06-19 02:20:00+00:00,108,65233.8828125,65233.8828125,65233.8828125,65233.8828125,65233.8828125,0,0.0,0.0
2024-06-19 02:21:00+00:00,109,65268.0234375,65268.0234375,65268.0234375,65268.0234375,65268.0234375,0,0.0,0.0
2024-06-19 02:23:00+00:00,110,65275.7421875,65275.7421875,65275.7421875,65275.7421875,65275.7421875,0,0.0,0.0
2024-06-19 02:24:00+00:00,111,65253.80078125,65253.80078125,65253.80078125,65253.80078125,65253.80078125,0,0.0,0.0
2024-06-19 02:26:00+00:00,112,65248.5390625,65248.5390625,65248.5390625,65248.5390625,65248.5390625,0,0.0,0.0
2024-06-19 02:27:00+00:00,113,65267.7109375,65267.7109375,65267.7109375,65267.7109375,65267.7109375,0,0.0,0.0
2024-06-19 02:29:00+00:00,114,65359.19921875,65359.19921875,65359.19921875,65359.19921875,65359.19921875,0,0.0,0.0
2024-06-19 02:30:00+00:00,115,65419.58203125,65419.58203125,65419.58203125,65419.58203125,65419.58203125,0,0.0,0.0
2024-06-19 02:32:00+00:00,116,65442.91015625,65442.91015625,65442.91015625,65442.91015625,65442.91015625,0,0.0,0.0
2024-06-19 02:33:00+00:00,117,65321.3359375,65321.3359375,65321.3359375,65321.3359375,65321.3359375,0,0.0,0.0
2024-06-19 02:34:00+00:00,118,65312.8671875,65312.8671875,65312.8671875,65312.8671875,65312.8671875,0,0.0,0.0
2024-06-19 02:35:00+00:00,119,65307.12109375,65307.12109375,65307.12109375,65307.12109375,65307.12109375,5619712,0.0,0.0
2024-06-19 02:36:00+00:00,120,65270.96484375,65270.96484375,65270.96484375,65270.96484375,65270.96484375,0,0.0,0.0
2024-06-19 02:37:00+00:00,121,65246.34375,65246.34375,65246.34375,65246.34375,65246.34375,0,0.0,0.0
2024-06-19 02:38:00+00:00,122,65258.34375,65258.34375,65258.34375,65258.34375,65258.34375,0,0.0,0.0
2024-06-19 02:39:00+00:00,123,65262.3671875,65262.3671875,65262.3671875,65262.3671875,65262.3671875,0,0.0,0.0
2024-06-19 02:41:00+00:00,124,65260.203125,65260.203125,65260.203125,65260.203125,65260.203125,0,0.0,0.0
2024-06-19 02:42:00+00:00,125,65266.84375,65266.84375,65266.84375,65266.84375,65266.84375,0,0.0,0.0
2024-06-19 02:44:00+00:00,126,65227.125,65227.125,65227.125,65227.125,65227.125,0,0.0,0.0
2024-06-19 02:45:00+00:00,127,65227.875,65227.875,65227.875,65227.875,65227.875,299008,0.0,0.0
2024-06-19 02:47:00+00:00,128,65187.7421875,65187.7421875,65187.7421875,65187.7421875,65187.7421875,0,0.0,0.0
2024-06-19 02:48:00+00:00,129,65173.125,65173.125,65173.125,65173.125,65173.125,0,0.0,0.0
2024-06-19 02:50:00+00:00,130,65247.265625,65247.265625,65247.265625,65247.265625,65247.265625,0,0.0,0.0
2024-06-19 02:51:00+00:00,131,65230.8046875,65230.8046875,65230.8046875,65230.8046875,65230.8046875,7979008,0.0,0.0
2024-06-19 02:52:00+00:00,132,65254.1171875,65254.1171875,65254.1171875,65254.1171875,65254.1171875,0,0.0,0.0
2024-06-19 02:54:00+00:00,133,65298.13671875,65298.13671875,65298.13671875,65298.13671875,65298.13671875,0,0.0,0.0
2024-06-19 02:56:00+00:00,134,65295.89453125,65295.89453125,65295.89453125,65295.89453125,65295.89453125,0,0.0,0.0
2024-06-19 02:57:00+00:00,135,65337.2265625,65337.2265625,65337.2265625,65337.2265625,65337.2265625,0,0.0,0.0
2024-06-19 02:58:00+00:00,136,65346.23828125,65346.23828125,65346.23828125,65346.23828125,65346.23828125,188416,0.0,0.0
2024-06-19 02:59:00+00:00,137,65342.69140625,65342.69140625,65342.69140625,65342.69140625,65342.69140625,0,0.0,0.0
2024-06-19 03:00:00+00:00,138,65325.50390625,65325.50390625,65325.50390625,65325.50390625,65325.50390625,0,0.0,0.0
2024-06-19 03:01:00+00:00,139,65286.51953125,65286.51953125,65286.51953125,65286.51953125,65286.51953125,3690496,0.0,0.0
2024-06-19 03:02:00+00:00,140,65288.9140625,65288.9140625,65288.9140625,65288.9140625,65288.9140625,0,0.0,0.0
2024-06-19 03:03:00+00:00,141,65366.96484375,65366.96484375,65366.96484375,65366.96484375,65366.96484375,0,0.0,0.0
2024-06-19 03:05:00+00:00,142,65362.1015625,65362.1015625,65362.1015625,65362.1015625,65362.1015625,0,0.0,0.0
2024-06-19 03:06:00+00:00,143,65397.82421875,65397.82421875,65397.82421875,65397.82421875,65397.82421875,4636672,0.0,0.0
2024-06-19 03:08:00+00:00,144,65395.09765625,65395.09765625,65395.09765625,65395.09765625,65395.09765625,0,0.0,0.0
2024-06-19 03:09:00+00:00,145,65392.578125,65392.578125,65392.578125,65392.578125,65392.578125,1241088,0.0,0.0
2024-06-19 03:11:00+00:00,146,65392.4765625,65392.4765625,65392.4765625,65392.4765625,65392.4765625,0,0.0,0.0
2024-06-19 03:12:00+00:00,147,65393.66796875,65393.66796875,65393.66796875,65393.66796875,65393.66796875,0,0.0,0.0
2024-06-19 03:13:00+00:00,148,65399.234375,65399.234375,65399.234375,65399.234375,65399.234375,1392640,0.0,0.0
2024-06-19 03:14:00+00:00,149,65313.4140625,65313.4140625,65313.4140625,65313.4140625,65313.4140625,0,0.0,0.0
2024-06-19 03:15:00+00:00,150,65303.20703125,65303.20703125,65303.20703125,65303.20703125,65303.20703125,6393856,0.0,0.0
2024-06-19 03:17:00+00:00,151,65279.12109375,65279.12109375,65279.12109375,65279.12109375,65279.12109375,0,0.0,0.0
2024-06-19 03:18:00+00:00,152,65265.65625,65265.65625,65265.65625,65265.65625,65265.65625,0,0.0,0.0
2024-06-19 03:19:00+00:00,153,65319.83203125,65319.83203125,65319.83203125,65319.83203125,65319.83203125,0,0.0,0.0
2024-06-19 03:20:00+00:00,154,65364.31640625,65364.31640625,65364.31640625,65364.31640625,65364.31640625,0,0.0,0.0
2024-06-19 03:21:00+00:00,155,65356.19921875,65356.19921875,65356.19921875,65356.19921875,65356.19921875,2076672,0.0,0.0
2024-06-19 03:23:00+00:00,156,65342.96875,65342.96875,65342.96875,65342.96875,65342.96875,0,0.0,0.0
2024-06-19 03:24:00+00:00,157,65369.859375,65369.859375,65369.859375,65369.859375,65369.859375,0,0.0,0.0
2024-06-19 03:25:00+00:00,158,65397.53515625,65397.53515625,65397.53515625,65397.53515625,65397.53515625,3137536,0.0,0.0
2024-06-19 03:26:00+00:00,159,65514.12890625,65514.12890625,65514.12890625,65514.12890625,65514.12890625,0,0.0,0.0
2024-06-19 03:27:00+00:00,160,65491.3828125,65491.3828125,65491.3828125,65491.3828125,65491.3828125,12840960,0.0,0.0
2024-06-19 03:28:00+00:00,161,65509.953125,65509.953125,65509.953125,65509.953125,65509.953125,12537856,0.0,0.0
2024-06-19 03:29:00+00:00,162,65482.12109375,65482.12109375,65482.12109375,65482.12109375,65482.12109375,11767808,0.0,0.0
2024-06-19 03:30:00+00:00,163,65465.359375,65465.359375,65465.359375,65465.359375,65465.359375,10596352,0.0,0.0
2024-06-19 03:32:00+00:00,164,65501.796875,65501.796875,65501.796875,65501.796875,65501.796875,11227136,0.0,0.0
2024-06-19 03:33:00+00:00,165,65525.45703125,65525.45703125,65525.45703125,65525.45703125,65525.45703125,0,0.0,0.0
2024-06-19 03:34:00+00:00,166,65504.4609375,65504.4609375,65504.4609375,65504.4609375,65504.4609375,10117120,0.0,0.0
2024-06-19 03:35:00+00:00,167,65432.1171875,65432.1171875,65432.1171875,65432.1171875,65432.1171875,8339456,0.0,0.0
2024-06-19 03:36:00+00:00,168,65409.171875,65409.171875,65409.171875,65409.171875,65409.171875,26132480,0.0,0.0
2024-06-19 03:38:00+00:00,169,65451.203125,65451.203125,65451.203125,65451.203125,65451.203125,6717440,0.0,0.0
2024-06-19 03:39:00+00:00,170,65459.359375,65459.359375,65459.359375,65459.359375,65459.359375,1953792,0.0,0.0
2024-06-19 03:41:00+00:00,171,65521.796875,65521.796875,65521.796875,65521.796875,65521.796875,13475840,0.0,0.0
2024-06-19 03:42:00+00:00,172,65519.01953125,65519.01953125,65519.01953125,65519.01953125,65519.01953125,3051520,0.0,0.0
2024-06-19 03:44:00+00:00,173,65519.375,65519.375,65519.375,65519.375,65519.375,0,0.0,0.0
2024-06-19 03:45:00+00:00,174,65492.5546875,65492.5546875,65492.5546875,65492.5546875,65492.5546875,1294336,0.0,0.0
2024-06-19 03:47:00+00:00,175,65486.1953125,65486.1953125,65486.1953125,65486.1953125,65486.1953125,0,0.0,0.0
2024-06-19 03:48:00+00:00,176,65459.87109375,65459.87109375,65459.87109375,65459.87109375,65459.87109375,0,0.0,0.0
2024-06-19 03:49:00+00:00,177,65454.2734375,65454.2734375,65454.2734375,65454.2734375,65454.2734375,0,0.0,0.0
2024-06-19 03:50:00+00:00,178,65420.35546875,65420.35546875,65420.35546875,65420.35546875,65420.35546875,2383872,0.0,0.0
2024-06-19 03:51:00+00:00,179,65421.10546875,65421.10546875,65421.10546875,65421.10546875,65421.10546875,9830400,0.0,0.0
2024-06-19 03:52:00+00:00,180,65423.54296875,65423.54296875,65423.54296875,65423.54296875,65423.54296875,0,0.0,0.0
2024-06-19 03:54:00+00:00,181,65407.765625,65407.765625,65407.765625,65407.765625,65407.765625,0,0.0,0.0
2024-06-19 03:56:00+00:00,182,65414.12109375,65414.12109375,65414.12109375,65414.12109375,65414.12109375,0,0.0,0.0
2024-06-19 03:57:00+00:00,183,65434.14453125,65434.14453125,65434.14453125,65434.14453125,65434.14453125,1441792,0.0,0.0
2024-06-19 03:58:00+00:00,184,65461.56640625,65461.56640625,65461.56640625,65461.56640625,65461.56640625,0,0.0,0.0
2024-06-19 03:59:00+00:00,185,65439.8359375,65439.8359375,65439.8359375,65439.8359375,65439.8359375,0,0.0,0.0
2024-06-19 04:00:00+00:00,186,65396.34765625,65396.34765625,65396.34765625,65396.34765625,65396.34765625,9912320,0.0,0.0
2024-06-19 04:02:00+00:00,187,65345.484375,65345.484375,65345.484375,65345.484375,65345.484375,0,0.0,0.0
2024-06-19 04:03:00+00:00,188,65357.2890625,65357.2890625,65357.2890625,65357.2890625,65357.2890625,4542464,0.0,0.0
2024-06-19 04:05:00+00:00,189,65384.140625,65384.140625,65384.140625,65384.140625,65384.140625,0,0.0,0.0
2024-06-19 04:06:00+00:00,190,65436.01953125,65436.01953125,65436.01953125,65436.01953125,65436.01953125,0,0.0,0.0
2024-06-19 04:07:00+00:00,191,65387.5625,65387.5625,65387.5625,65387.5625,65387.5625,0,0.0,0.0
2024-06-19 04:08:00+00:00,192,65432.75390625,65432.75390625,65432.75390625,65432.75390625,65432.75390625,0,0.0,0.0
2024-06-19 04:09:00+00:00,193,65453.50390625,65453.50390625,65453.50390625,65453.50390625,65453.50390625,1097728,0.0,0.0
2024-06-19 04:10:00+00:00,194,65487.375,65487.375,65487.375,65487.375,65487.375,1732608,0.0,0.0
2024-06-19 04:11:00+00:00,195,65541.0625,65541.0625,65541.0625,65541.0625,65541.0625,15712256,0.0,0.0
2024-06-19 04:12:00+00:00,196,65525.49609375,65525.49609375,65525.49609375,65525.49609375,65525.49609375,8474624,0.0,0.0
2024-06-19 04:13:00+00:00,197,65593.1640625,65593.1640625,65593.1640625,65593.1640625,65593.1640625,6991872,0.0,0.0
2024-06-19 04:14:00+00:00,198,65631.0078125,65631.0078125,65631.0078125,65631.0078125,65631.0078125,27385856,0.0,0.0
2024-06-19 04:15:00+00:00,199,65605.5078125,65605.5078125,65605.5078125,65605.5078125,65605.5078125,11145216,0.0,0.0
2024-06-19 04:17:00+00:00,200,65692.515625,65692.515625,65692.515625,65692.515625,65692.515625,63709184,0.0,0.0
2024-06-19 04:18:00+00:00,201,65644.8359375,65644.8359375,65644.8359375,65644.8359375,65644.8359375,30609408,0.0,0.0
2024-06-19 04:20:00+00:00,202,65581.3671875,65581.3671875,65581.3671875,65581.3671875,65581.3671875,46190592,0.0,0.0
2024-06-19 04:21:00+00:00,203,65583.359375,65583.359375,65583.359375,65583.359375,65583.359375,507904,0.0,0.0
2024-06-19 04:22:00+00:00,204,65577.9140625,65577.9140625,65577.9140625,65577.9140625,65577.9140625,0,0.0,0.0
2024-06-19 04:23:00+00:00,205,65574.15625,65574.15625,65574.15625,65574.15625,65574.15625,0,0.0,0.0
2024-06-19 04:24:00+00:00,206,65573.5,65573.5,65573.5,65573.5,65573.5,2797568,0.0,0.0
2024-06-19 04:26:00+00:00,207,65593.609375,65593.609375,65593.609375,65593.609375,65593.609375,0,0.0,0.0
2024-06-19 04:27:00+00:00,208,65562.203125,65562.203125,65562.203125,65562.203125,65562.203125,0,0.0,0.0
2024-06-19 04:28:00+00:00,209,65538.7578125,65538.7578125,65538.7578125,65538.7578125,65538.7578125,0,0.0,0.0
2024-06-19 04:29:00+00:00,210,65572.1015625,65572.1015625,65572.1015625,65572.1015625,65572.1015625,0,0.0,0.0
2024-06-19 04:30:00+00:00,211,65583.8671875,65583.8671875,65583.8671875,65583.8671875,65583.8671875,0,0.0,0.0
2024-06-19 04:32:00+00:00,212,65523.5546875,65523.5546875,65523.5546875,65523.5546875,65523.5546875,3932160,0.0,0.0
2024-06-19 04:33:00+00:00,213,65538.421875,65538.421875,65538.421875,65538.421875,65538.421875,0,0.0,0.0
2024-06-19 04:34:00+00:00,214,65526.10546875,65526.10546875,65526.10546875,65526.10546875,65526.10546875,3743744,0.0,0.0
2024-06-19 04:35:00+00:00,215,65533.03515625,65533.03515625,65533.03515625,65533.03515625,65533.03515625,0,0.0,0.0
2024-06-19 04:37:00+00:00,216,65509.3515625,65509.3515625,65509.3515625,65509.3515625,65509.3515625,0,0.0,0.0
2024-06-19 04:38:00+00:00,217,65502.828125,65502.828125,65502.828125,65502.828125,65502.828125,0,0.0,0.0
2024-06-19 04:39:00+00:00,218,65483.02734375,65483.02734375,65483.02734375,65483.02734375,65483.02734375,0,0.0,0.0
2024-06-19 04:40:00+00:00,219,65495.44921875,65495.44921875,65495.44921875,65495.44921875,65495.44921875,0,0.0,0.0
2024-06-19 04:41:00+00:00,220,65498.515625,65498.515625,65498.515625,65498.515625,65498.515625,2822144,0.0,0.0
